,name,link,path
235,Mastering Modular JavaScript,http://51.195.220.149/getBook.php?id=236,Computers-Programming
236,Voice User Interface Design: Moving from GUI to Mixed Modal Interaction,http://51.195.220.149/getBook.php?id=237,Computers-Programming
237,"Node.js Design Patterns: Design and implement production-grade Node.js applications using proven patterns and techniques, 3rd Edition",http://51.195.220.149/getBook.php?id=238,Uncategorized
238,,http://51.195.220.149/getBook.php?id=239,Uncategorized
239,"Numerical Python: Scientific Computing and Data Science Applications with Numpy, SciPy and Matplotlib",http://51.195.220.149/getBook.php?id=240,Computers-Programming: Programming Languages
240,LPIC-1 Linux Professional Institute Certification Practice Tests: Exam 101-500 and Exam 102-500,http://51.195.220.149/getBook.php?id=241,Computers-System Administration
241,Microservices in Action,http://51.195.220.149/getBook.php?id=242,Computers-Information Systems
242,Cognitive Computing Recipes: Artificial Intelligence Solutions Using Microsoft Cognitive Services and TensorFlow,http://51.195.220.149/getBook.php?id=243,Uncategorized
243,Official Google Cloud Certified Professional Cloud Architect Study Guide,http://51.195.220.149/getBook.php?id=244,Computers
244,Beginning PBR Texturing: Learn Physically Based Rendering with Allegorithmicâs Substance Painter,http://51.195.220.149/getBook.php?id=245,Uncategorized
245,Practical Highcharts with Angular : Your Essential Guide to Creating Real-time Dashboards,http://51.195.220.149/getBook.php?id=246,Uncategorized
246,Beginning Jenkins Blue Ocean: Create Elegant Pipelines With Ease,http://51.195.220.149/getBook.php?id=247,Computers-System Administration
247,,http://51.195.220.149/getBook.php?id=248,Uncategorized
248,CCSP Certified Cloud Security Professional Official Study Guide,http://51.195.220.149/getBook.php?id=249,Computers-Security
249,,http://51.195.220.149/getBook.php?id=250,Uncategorized
250,ASP.NET Core 3 and Angular 9,http://51.195.220.149/getBook.php?id=251,Uncategorized
251,Stream Processing with Apache Spark: Mastering Structured Streaming and Spark Streaming,http://51.195.220.149/getBook.php?id=252,Computers-Databases
252,Clean Code in C#: Refactor your legacy C# code base and improve application performance by applying best practices,http://51.195.220.149/getBook.php?id=253,Uncategorized
253,Spring in Action,http://51.195.220.149/getBook.php?id=254,Computers-Web-design
254,"Building Progressive Web Applications with Vue.js : Reliable, Fast, and Engaging Apps with Vue.js",http://51.195.220.149/getBook.php?id=255,Uncategorized
255,Get Programming with F#: A Guide for .NET Developers,http://51.195.220.149/getBook.php?id=256,Uncategorized
256,"Perl 6 Quick Syntax Reference: A Pocket Guide to the Language, the Core Modules, and the Community",http://51.195.220.149/getBook.php?id=257,Uncategorized
257,AWS Certified SysOps Administrator Practice Tests: Associate SOA-C01 Exam,http://51.195.220.149/getBook.php?id=258,Uncategorized
258,Applying Math with Python: Practical recipes for solving computational math problems using Python programming and its libraries,http://51.195.220.149/getBook.php?id=259,Uncategorized
259,CompTIA Linux+ Practice Tests: Exam XK0-004,http://51.195.220.149/getBook.php?id=260,Computers-Operating Systems
260,Simulations in Swift 5: Design and Implement with Swift Playgrounds,http://51.195.220.149/getBook.php?id=261,Uncategorized
261,Graph Algorithms: Practical Examples in Apache Spark and Neo4j,http://51.195.220.149/getBook.php?id=262,Computers-Algorithms and Data Structures
262,Pci Dss: An Integrated Data Security Standard Guide,http://51.195.220.149/getBook.php?id=263,Uncategorized
263,The Customer-Driven Culture: A Microsoft Story: Six Proven Strategies to Hack Your Culture and Develop a Learning-Focused Organization,http://51.195.220.149/getBook.php?id=264,Uncategorized
264,Hadoop in the Enterprise: Architecture: A Guide to Successful Integration,http://51.195.220.149/getBook.php?id=265,Computers-Organization and Data Processing
265,CSS: The Definitive Guide: visual presentation for the web,http://51.195.220.149/getBook.php?id=266,Uncategorized
266,Introduction to machine learning with Python a guide for data scientists,http://51.195.220.149/getBook.php?id=267,Uncategorized
267,"Beginning Ethereum Smart Contracts Programming: With Examples in Python, Solidity, and JavaScript",http://51.195.220.149/getBook.php?id=268,Uncategorized
268,Microsoft Blazor: Building Web Applications in .NET,http://51.195.220.149/getBook.php?id=269,Uncategorized
269,MASTERING WINDOWS PRESENTATION FOUNDATION,http://51.195.220.149/getBook.php?id=270,Uncategorized
270,Checking Out with the Payment Request API : A Practical Introduction to the HTML5 Payment Request API using Real-world Examples,http://51.195.220.149/getBook.php?id=271,Uncategorized
271,Hands-on Azure Repos: Understanding Centralized and Distributed Version Control in Azure DevOps Services,http://51.195.220.149/getBook.php?id=272,Uncategorized
272,Spring in Action,http://51.195.220.149/getBook.php?id=273,Uncategorized
273,"Artificial Intelligence By Example: Acquire advanced AI, machine learning, and deep learning design skills, 2nd Edition",http://51.195.220.149/getBook.php?id=274,Uncategorized
274,Beginning x64 Assembly Programming From Novice to AVX Professional,http://51.195.220.149/getBook.php?id=275,Computers
275,Using Asyncio in Python 3,http://51.195.220.149/getBook.php?id=276,Uncategorized
276,Hands-On Machine Learning with scikit-learn and Scientific Python Toolkits: A practical guide to implementing supervised and unsupervised machine learning algorithms in Python,http://51.195.220.149/getBook.php?id=277,Uncategorized
277,"Learning PHP, MySQL & JavaScript: With jQuery, CSS & HTML5",http://51.195.220.149/getBook.php?id=278,Computers-Web-design
278,Programming Quantum Computers: Essential Algorithms and Code Samples,http://51.195.220.149/getBook.php?id=279,Computers-Algorithms and Data Structures
279,Grokking Deep Learning,http://51.195.220.149/getBook.php?id=280,Computers-Cybernetics: Artificial Intelligence
280,Blockchain in Action,http://51.195.220.149/getBook.php?id=281,Computers-Algorithms and Data Structures: Cryptography
281,"MCSA Windows Server 2016: practice tests. Exam 70-740, exam 70-741, exam 70-742, and exam 70-743",http://51.195.220.149/getBook.php?id=282,Uncategorized
282,Aws Certified Advanced Networking Official Study Guide: Specialty Exam,http://51.195.220.149/getBook.php?id=283,Uncategorized
283,"Building Microservices Applications on Microsoft Azure: Designing, Developing, Deploying, and Monitoring",http://51.195.220.149/getBook.php?id=284,Uncategorized
284,Deep Neuro-Fuzzy Systems with Python: With Case Studies and Applications from the Industry,http://51.195.220.149/getBook.php?id=285,Uncategorized
285,Practical MATLAB Modeling with Simulink: Programming and Simulating Ordinary and Partial Differential Equations,http://51.195.220.149/getBook.php?id=286,Computers-Software: Systems: scientific computing
286,Deep learning with R,http://51.195.220.149/getBook.php?id=287,Uncategorized
287,Game Programming with Code Angel: Learn how to code in Python on Raspberry Pi or PC,http://51.195.220.149/getBook.php?id=288,Uncategorized
288,Practical Computer Vision Applications Using Deep Learning with CNNs: With Detailed Examples in Python Using TensorFlow and Kivy,http://51.195.220.149/getBook.php?id=289,Computers-Cybernetics: Artificial Intelligence
289,Developing Data Migrations and Integrations with Salesforce: Patterns and Best Practices,http://51.195.220.149/getBook.php?id=290,Uncategorized
290,Machine Learning using R with Time Series and Industry-based Use Cases in R [2nd ed.],http://51.195.220.149/getBook.php?id=291,Uncategorized
291,Practical Recommender Systems,http://51.195.220.149/getBook.php?id=292,Computers-Cybernetics: Artificial Intelligence
292,Professional Red Teaming: Conducting Successful Cybersecurity Engagements,http://51.195.220.149/getBook.php?id=293,Uncategorized
293,Migrating ASP.NET Microservices to ASP.NET Core: By Example,http://51.195.220.149/getBook.php?id=294,Computers-Information Systems
294,Expert Performance Indexing in SQL Server 2019: Toward Faster Results and Lower Maintenance,http://51.195.220.149/getBook.php?id=295,Uncategorized
295,Create and Deliver a Killer Product Demo: Tips and Tricks to Wow Your Customers,http://51.195.220.149/getBook.php?id=296,Business-Marketing: Advertising
296,Getting Started with Dynamics 365 Portals: Best Practices and Solutions for Enterprises,http://51.195.220.149/getBook.php?id=297,Uncategorized
297,,http://51.195.220.149/getBook.php?id=298,Uncategorized
298,The Well Grounded Rubyist,http://51.195.220.149/getBook.php?id=299,Computers-Programming: Programming Languages
299,"Creative Projects for Rust Programmers: Build exciting projects on domains such as web apps, WebAssembly, games, and parsing",http://51.195.220.149/getBook.php?id=300,Uncategorized
300,Tableau Desktop Certified Associate: Exam Guide,http://51.195.220.149/getBook.php?id=301,Uncategorized
301,"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",http://51.195.220.149/getBook.php?id=302,Uncategorized
302,Mining the Social Web,http://51.195.220.149/getBook.php?id=303,Uncategorized
303,Modern Fortran: Building Efficient Parallel Applications,http://51.195.220.149/getBook.php?id=304,Computers-Programming: Programming Languages
304,Basic Linux Terminal Tips And Tricks: Learn To Work Quickly On The Command Line,http://51.195.220.149/getBook.php?id=305,Uncategorized
305,"Progressive Web Apps with Angular: Create Responsive, Fast and Reliable PWAs Using Angular",http://51.195.220.149/getBook.php?id=306,Uncategorized
306,Node.js Web Development: Server-side web development made easy with Node 14 using practical examples,http://51.195.220.149/getBook.php?id=307,Uncategorized
307,"The Decision Makerâs Handbook To Data Science: A Guide For Non-Technical Executives, Managers, And Founders",http://51.195.220.149/getBook.php?id=308,Computers-Algorithms and Data Structures
308,Comptia Pentest+ Study Guide: Exam Pt0-001,http://51.195.220.149/getBook.php?id=309,Computers-Security
309,Architecting modern data platforms : a guide to enterprise Hadoop at scale,http://51.195.220.149/getBook.php?id=310,Uncategorized
310,R Graphics Cookbook: Practical Recipes for Visualizing Data,http://51.195.220.149/getBook.php?id=311,Uncategorized
311,Kafka Streams in Action: Real-time apps and microservices with the Kafka Streaming API,http://51.195.220.149/getBook.php?id=312,Computers-Organization and Data Processing
312,Get Programming with Go,http://51.195.220.149/getBook.php?id=313,Uncategorized
313,Reinventing ITILÂ® in the Age of DevOps: Innovative Techniques to Make Processes Agile and Relevant,http://51.195.220.149/getBook.php?id=314,Computers-System Administration
314,,http://51.195.220.149/getBook.php?id=315,Uncategorized
315,"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning",http://51.195.220.149/getBook.php?id=316,Computers-Cybernetics: Artificial Intelligence
316,CompTIA Pentest+ Study Guide - EXAM PT0-001,http://51.195.220.149/getBook.php?id=317,Computers-Security
317,"Building a Data Integration Team: Skills, Requirements, and Solutions for Designing Integrations",http://51.195.220.149/getBook.php?id=318,Uncategorized
318,Learn SwiftUI,http://51.195.220.149/getBook.php?id=319,Computers-Programming
319,Practical Shader Development: Vertex and Fragment Shaders for Game Developers,http://51.195.220.149/getBook.php?id=320,Computers-Programming: Games
320,,http://51.195.220.149/getBook.php?id=321,Uncategorized
321,Approachable Accessibility: Planning for Success,http://51.195.220.149/getBook.php?id=322,Uncategorized
322,Mastering Machine Learning with Python in Six Steps: A Practical Implementation Guide to Predictive Data Analytics Using Python,http://51.195.220.149/getBook.php?id=323,Uncategorized
323,Flutter in Action,http://51.195.220.149/getBook.php?id=324,Computers-Programming
324,Introducing Mechanisms and APIs for Memory Management : Using Windows OS Native Runtime APIs,http://51.195.220.149/getBook.php?id=325,Uncategorized
325,Hello World!: Computer Programming For Kids,http://51.195.220.149/getBook.php?id=326,Computers-Programming
326,"JavaScript Frameworks for Modern Web Development: The Essential Frameworks, Libraries, and Tools to Learn Right Now",http://51.195.220.149/getBook.php?id=327,Uncategorized
327,Authentication And Access Control: Practical Cryptography Methods And Tools,http://51.195.220.149/getBook.php?id=328,Uncategorized
328,DevOps in Python: Infrastructure as Python,http://51.195.220.149/getBook.php?id=329,Uncategorized
329,Amazon Web Services in Action,http://51.195.220.149/getBook.php?id=330,Uncategorized
330,Robotic Process Automation Projects: Build real-world RPA solutions using UiPath and Automation Anywhere,http://51.195.220.149/getBook.php?id=331,Uncategorized
331,CEH v10 Certified Ethical Hacker Study Guide,http://51.195.220.149/getBook.php?id=332,Computers-Security
332,Building Xamarin.Forms Mobile Apps Using XAML: Mobile Cross-Platform XAML and Xamarin.Forms Fundamentals,http://51.195.220.149/getBook.php?id=333,Uncategorized
333,Head First PMP: A Learnerâs Companion to Passing the Project Management Professional Exam,http://51.195.220.149/getBook.php?id=334,Uncategorized
334,,http://51.195.220.149/getBook.php?id=335,Uncategorized
335,JavaScript Data Structures and Algorithms: An Introduction to Understanding and Implementing Core Data Structure and Algorithm Fundamentals,http://51.195.220.149/getBook.php?id=336,Uncategorized
336,,http://51.195.220.149/getBook.php?id=337,Uncategorized
337,Hands-On Software Engineering with Golang: Move beyond basic programming to design and build reliable software with clean code,http://51.195.220.149/getBook.php?id=338,Uncategorized
338,RxJava for Android Developers: with ReactiveX and FRP,http://51.195.220.149/getBook.php?id=339,Computers-Programming: Libraries API
339,Beginning Unity Android Game Development: From Beginner to Pro,http://51.195.220.149/getBook.php?id=340,Uncategorized
340,"Visual Studio Extensibility Development: Extending Visual Studio Ide for Productivity, Quality, Tooling, and Analysis",http://51.195.220.149/getBook.php?id=341,Uncategorized
341,C++ Concurrency in Action,http://51.195.220.149/getBook.php?id=342,Computers-Programming: Programming Languages
342,"Agile for Everybody: Creating Fast, Flexible, and Customer-First Organizations",http://51.195.220.149/getBook.php?id=343,Business-Management
343,Learn Android Studio 4: Efficient Java-Based Android Apps Development,http://51.195.220.149/getBook.php?id=344,Uncategorized
344,Deep Reinforcement Learning in Action,http://51.195.220.149/getBook.php?id=345,Computers-Cybernetics: Artificial Intelligence
345,Voice Applications For Alexa And Google Assistant,http://51.195.220.149/getBook.php?id=346,Computers
346,,http://51.195.220.149/getBook.php?id=347,Uncategorized
347,Java design patterns A hands-On experience with real-world examples,http://51.195.220.149/getBook.php?id=348,Uncategorized
348,Pro .NET 5 Custom Libraries: Implementing Custom .NET Data Types,http://51.195.220.149/getBook.php?id=349,Computers-Programming: Libraries API
349,Learn C# Programming: A guide to building a solid foundation in C# language for writing efficient programs,http://51.195.220.149/getBook.php?id=350,Uncategorized
350,"IoT and Edge Computing for Architects: Implementing edge and IoT systems from sensors to clouds with communication systems, analytics, and security, 2nd Edition",http://51.195.220.149/getBook.php?id=351,Uncategorized
351,System Administration Ethics: Ten Commandments For Security And Compliance In A Modern Cyber World,http://51.195.220.149/getBook.php?id=352,Computers-Security
352,"Navigating Hybrid Scrum Environments: Understanding the Essentials, Avoiding the Pitfalls",http://51.195.220.149/getBook.php?id=353,Uncategorized
353,Machine Learning and AI for Healthcare: Big Data for Improved Health Outcomes,http://51.195.220.149/getBook.php?id=354,Uncategorized
354,Zero to AI,http://51.195.220.149/getBook.php?id=355,Uncategorized
355,Machine Learning with TensorFlow,http://51.195.220.149/getBook.php?id=356,Computers-Programming
356,Digital Forensics Basics. A Practical Guide using Windows OS,http://51.195.220.149/getBook.php?id=357,Uncategorized
357,"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",http://51.195.220.149/getBook.php?id=358,Computers-Networking: Internet
358,Practical Shader Development: Vertex and Fragment Shaders for Game Developers,http://51.195.220.149/getBook.php?id=359,Uncategorized
359,Introducing Vala Programming: A Language and Techniques to Boost Productivity,http://51.195.220.149/getBook.php?id=360,Uncategorized
360,Puppet Best Practices: Design Patterns for Maintainable Code,http://51.195.220.149/getBook.php?id=361,Computers-System Administration
361,40 Algorithms Every Programmer Should Know: Hone your problem-solving skills by learning different algorithms and their implementation in Python,http://51.195.220.149/getBook.php?id=362,Uncategorized
362,"Learning Web Design : A Beginnerâs Guide to HTML, CSS, JavaScript, and Web Graphics",http://51.195.220.149/getBook.php?id=363,Computers-Programming
363,Mastering Salesforce DevOps : A Practical Guide to Building Trust While Delivering Innovation,http://51.195.220.149/getBook.php?id=364,Uncategorized
364,"Kubernetes - A Complete DevOps Cookbook: Build and manage your applications, orchestrate containers, and deploy cloud-native services",http://51.195.220.149/getBook.php?id=365,Uncategorized
365,The Blockchain  Developer,http://51.195.220.149/getBook.php?id=366,Uncategorized
366,Learn Kotlin for Android Development: The Next Generation Language for Modern Android Apps Programming,http://51.195.220.149/getBook.php?id=367,Uncategorized
367,Learn Microsoft Visual Studio App Center: With Xamarin Forms,http://51.195.220.149/getBook.php?id=368,Uncategorized
368,Angular in Action,http://51.195.220.149/getBook.php?id=369,Computers-Web-design
369,Professional Red Teaming: Conducting Successful Cybersecurity Engagements,http://51.195.220.149/getBook.php?id=370,Computers-Security
370,"Bitcoin and Lightning Network on Raspberry Pi: Running Nodes on Pi3, Pi4 and Pi Zero",http://51.195.220.149/getBook.php?id=371,Uncategorized
371,PRACTICAL ENTITY FRAMEWORK : database access for enterprise applications.,http://51.195.220.149/getBook.php?id=372,Uncategorized
372,Managing PeopleSoft on the Oracle Cloud: Best Practices with PeopleSoft Cloud Manager,http://51.195.220.149/getBook.php?id=373,Uncategorized
373,Python for SAS Users: A SAS-Oriented Introduction to Python,http://51.195.220.149/getBook.php?id=374,Uncategorized
374,Aws Certified Cloud Practitioner Study Guide: Clf-C01 Exam,http://51.195.220.149/getBook.php?id=375,Computers
375,Cassandra: The Definitive Guide: Distributed Data at Web Scale,http://51.195.220.149/getBook.php?id=376,Uncategorized
376,Beginning Spring 5: From Novice to Professional,http://51.195.220.149/getBook.php?id=377,Uncategorized
377,,http://51.195.220.149/getBook.php?id=378,Uncategorized
378,Foundations of Libvirt Development: How to Set Up and Maintain a Virtual Machine Environment with Python,http://51.195.220.149/getBook.php?id=379,Computers-System Administration
379,Security Fundamentals,http://51.195.220.149/getBook.php?id=380,Computers-Security
380,Pro Dax with Power Bi: Business Intelligence with Powerpivot and SQL Server Analysis Services Tabular,http://51.195.220.149/getBook.php?id=381,Uncategorized
381,Serverless Architectures with AWS,http://51.195.220.149/getBook.php?id=382,Uncategorized
382,Docker in Action,http://51.195.220.149/getBook.php?id=383,Computers-Networking: Internet
383,"Managing Your Data Science Projects: Learn Salesmanship, Presentation, and Maintenance of Completed Models",http://51.195.220.149/getBook.php?id=384,Uncategorized
384,"Building React Apps with Server-Side Rendering: Use React, Redux, and Next to Build Full Server-Side Rendering Applications",http://51.195.220.149/getBook.php?id=385,Uncategorized
385,Machine Learning with PySpark: With Natural Language Processing and Recommender Systems,http://51.195.220.149/getBook.php?id=386,Computers-Cybernetics: Artificial Intelligence
386,Practices of the Python Pro,http://51.195.220.149/getBook.php?id=387,Computers-Programming: Programming Languages
387,"Generic Pipelines Using Docker: The DevOps Guide to Building Reusable, Platform Agnostic CI/CD Frameworks",http://51.195.220.149/getBook.php?id=388,Computers-System Administration
388,Encryption For Organizations And Individuals: Basics Of Contemporary And Quantum Cryptography,http://51.195.220.149/getBook.php?id=389,Uncategorized
389,Practical MATLAB Deep Learning: A Project-Based Approach,http://51.195.220.149/getBook.php?id=390,Uncategorized
390,Exploring the .NET Core 3.0 Runtime,http://51.195.220.149/getBook.php?id=391,Uncategorized
391,Windows PowerShell in action,http://51.195.220.149/getBook.php?id=392,Uncategorized
392,Getting Started with Visual Studio 2019: Learning and Implementing New Features,http://51.195.220.149/getBook.php?id=393,Uncategorized
393,MASTERING SWIFT 5.3 : upgrade your knowledge and become an expert in the latest... version of the swift programming language.,http://51.195.220.149/getBook.php?id=394,Uncategorized
394,Character Rigging and Advanced Animation : Bring Your Character to Life Using Autodesk 3ds Max,http://51.195.220.149/getBook.php?id=395,Uncategorized
395,Android Studio IDE Quick Reference: A Pocket Guide to Android Studio Development,http://51.195.220.149/getBook.php?id=396,Uncategorized
396,"Integrating Serverless Architecture: Using Azure Functions, Cosmos DB, and SignalR Service",http://51.195.220.149/getBook.php?id=397,Uncategorized
397,"Learn Helm: Improve productivity, reduce complexity, and speed up cloud-native adoption with Helm for Kubernetes",http://51.195.220.149/getBook.php?id=398,Uncategorized
398,Azure Internet of Things Revealed: Architecture and Fundamentals,http://51.195.220.149/getBook.php?id=399,Uncategorized
399,Beginning Ballerina Programming: From Novice to Professional,http://51.195.220.149/getBook.php?id=400,Uncategorized
400,Beginning Programming Using Retro Computing: Learn BASIC with a Commodore Emulator,http://51.195.220.149/getBook.php?id=401,Uncategorized
401,"Cybersecurity Threats, Malware Trends, and Strategies: Mitigate exploits, malware, phishing, and other social engineering attacks",http://51.195.220.149/getBook.php?id=402,Uncategorized
402,Pro Angular 9: Build Powerful and Dynamic Web Apps,http://51.195.220.149/getBook.php?id=403,Uncategorized
403,,http://51.195.220.149/getBook.php?id=404,Uncategorized
404,Practical LPIC-3 300: Prepare for the Highest Level Professional Linux Certification,http://51.195.220.149/getBook.php?id=405,Uncategorized
405,Hands-On Genetic Algorithms with Python: Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems,http://51.195.220.149/getBook.php?id=406,Computers-Algorithms and Data Structures
406,JavaScript on Things,http://51.195.220.149/getBook.php?id=407,Uncategorized
407,Make Your Organization a Center of Innovation: Tools and Concepts to Solve Problems and Generate Ideas,http://51.195.220.149/getBook.php?id=408,Business-Management
408,Cloud Native Patterns: Designing change-tolerant software,http://51.195.220.149/getBook.php?id=409,Computers-Networking: Internet
409,"Applied Reinforcement Learning with Python. With OpenAI Gym, Tensorflow and Keras",http://51.195.220.149/getBook.php?id=410,Uncategorized
410,Python for SAS Users,http://51.195.220.149/getBook.php?id=411,Uncategorized
411,Professional SQL Server High Availability and Disaster Recovery,http://51.195.220.149/getBook.php?id=412,Uncategorized
412,Eclipse TEA Revealed: Building Plug-ins and Creating Extensions for Eclipse,http://51.195.220.149/getBook.php?id=413,Uncategorized
413,Object Design Style Guide,http://51.195.220.149/getBook.php?id=414,Computers-Programming
414,"RASPBERRY PI COMPUTER VISION PROGRAMMING - : design and implement computer vision applications with. raspberry pi, opencv, and python 3.x.",http://51.195.220.149/getBook.php?id=415,Uncategorized
415,"Cyber Operations: Building, Defending, and Attacking Modern Computer Networks",http://51.195.220.149/getBook.php?id=416,Computers-Security
416,Privileged Attack Vectors: Building Effective Cyber-defense Strategies to Protect Organizations,http://51.195.220.149/getBook.php?id=417,Uncategorized
417,PMI-ACP Project Management Institute Agile Certified Practitioner exam study guide,http://51.195.220.149/getBook.php?id=418,Uncategorized
418,Advanced Applied Deep Learning : Convolutional Neural Networks and Object Detection,http://51.195.220.149/getBook.php?id=419,Uncategorized
419,Programming Quantum Computers: Essential Algorithms and Code Samples,http://51.195.220.149/getBook.php?id=420,Uncategorized
420,"Beginning Kubernetes on the Google Cloud Platform: A Guide to Automating Application Deployment, Scaling, and Management",http://51.195.220.149/getBook.php?id=421,Uncategorized
421,SAS Stored Processes: A Practical Guide to Developing Web Applications,http://51.195.220.149/getBook.php?id=422,Uncategorized
422,Clean Python: Elegant Coding in Python,http://51.195.220.149/getBook.php?id=423,Computers-Programming
423,Official Google Cloud Certified Professional Data Engineer Study Guide,http://51.195.220.149/getBook.php?id=424,Uncategorized
424,CompTIA CySA+ Practice Tests: Exam CS0-001,http://51.195.220.149/getBook.php?id=425,Uncategorized
425,"Designing data-intensive applications: the big ideas behind reliable, scalable, and maintainable systems",http://51.195.220.149/getBook.php?id=426,Uncategorized
426,"Next-Generation Machine Learning with Spark: Covers XGBoost, LightGBM, Spark NLP, Distributed Deep Learning with Keras, and More",http://51.195.220.149/getBook.php?id=427,Uncategorized
427,"Strategic Writing for UX: Drive Engagement, Conversion, and Retention with Every Word",http://51.195.220.149/getBook.php?id=428,Uncategorized
428,Applied Text Analysis with Python: Enabling Language-Aware Data Products with Machine Learning,http://51.195.220.149/getBook.php?id=429,Computers-Cybernetics: Artificial Intelligence
429,Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,http://51.195.220.149/getBook.php?id=430,Computers-Cybernetics: Artificial Intelligence
430,PCI DSS: An Integrated Data Security Standard Guide,http://51.195.220.149/getBook.php?id=431,Uncategorized
431,,http://51.195.220.149/getBook.php?id=432,Uncategorized
432,Microservices in SAP HANA XSA: A Guide to REST APIs Using Node.js,http://51.195.220.149/getBook.php?id=433,Uncategorized
433,Python for the Life Sciences: A Gentle Introduction to Python for Life Scientists,http://51.195.220.149/getBook.php?id=434,Computers-Programming: Programming Languages
434,Foundations of PyGTK Development: GUI Creation with Python,http://51.195.220.149/getBook.php?id=435,Computers-Programming: Libraries API
435,Sensor Projects with Raspberry Pi: Internet of Things and Digital Image Processing,http://51.195.220.149/getBook.php?id=436,Uncategorized
436,"Azure for Architects: Create secure, scalable, high-availability applications on the cloud, 3rd Edition",http://51.195.220.149/getBook.php?id=437,Uncategorized
437,Advanced Robotic Vehicles Programming: An Ardupilot and Pixhawk Approach,http://51.195.220.149/getBook.php?id=438,Uncategorized
438,Scaling Your Startup: Mastering the Four Stages from Idea to $10 Billion,http://51.195.220.149/getBook.php?id=439,Uncategorized
439,Advanced Applied Deep Learning: Convolutional Neural Networks and Object Detection,http://51.195.220.149/getBook.php?id=440,Computers-Cybernetics: Artificial Intelligence
440,"Deploying SharePoint 2019: Installing, Configuring, and Optimizing for On-Premises and Hybrid Scenarios",http://51.195.220.149/getBook.php?id=441,Uncategorized
441,Beginning Rails 6: From Novice to Professional,http://51.195.220.149/getBook.php?id=442,Uncategorized
442,,http://51.195.220.149/getBook.php?id=443,Uncategorized
443,Deep Learning with R Cookbook: Over 45 unique recipes to delve into neural network techniques using R 3.5.x,http://51.195.220.149/getBook.php?id=444,Uncategorized
444,"Mastering Service Mesh: Enhance, secure, and observe cloud-native applications with Istio, Linkerd, and Consul",http://51.195.220.149/getBook.php?id=445,Uncategorized
445,Secure By Design,http://51.195.220.149/getBook.php?id=446,Computers-Security
446,Financial Cybersecurity Risk Management: Leadership Perspectives and Guidance for Systems and Institutions,http://51.195.220.149/getBook.php?id=447,Uncategorized
447,Unity in Action: Multiplatform game development in C#,http://51.195.220.149/getBook.php?id=448,Computers-Programming: Games
448,"Dynamic SQL: applications, performance, and security in Microsoft SQL Server",http://51.195.220.149/getBook.php?id=449,Uncategorized
449,Hyperparameter Optimization in Machine Learning: Make Your Machine Learning and Deep Learning Models More Efficient,http://51.195.220.149/getBook.php?id=450,Computers
450,Project Reliability Engineering: Pro Skills for Next Level Maker Projects,http://51.195.220.149/getBook.php?id=451,Uncategorized
451,"Applied Reinforcement Learning with Python: With OpenAI Gym, Tensorflow, and Keras",http://51.195.220.149/getBook.php?id=452,Uncategorized
452,GETTING STARTED WITH ADVANCED C#,http://51.195.220.149/getBook.php?id=453,Uncategorized
453,"Migrating to AWS: A Manager's Guide: How to Foster Agility, Reduce Costs, and Bring a Competitive Edge to Your Business",http://51.195.220.149/getBook.php?id=454,Computers-Networking: Internet
454,"Amazon Web Services in Action, 2nd Edition",http://51.195.220.149/getBook.php?id=455,Uncategorized
455,"Machine Learning with R, Tidyverse, and Mlr",http://51.195.220.149/getBook.php?id=456,Uncategorized
456,Hands-on Nuxt.js Web Development: Build universal and static-generated Vue.js applications using Nuxt.js,http://51.195.220.149/getBook.php?id=457,Uncategorized
457,"Designing data-intensive applications: the big ideas behind reliable, scalable, and maintainable systems",http://51.195.220.149/getBook.php?id=458,Uncategorized
458,CCNA Certification Practice Tests: Exam 200-301,http://51.195.220.149/getBook.php?id=459,Uncategorized
459,AWS Certified Solutions Architect Practice Tests: Associate SAA-C01 Exam,http://51.195.220.149/getBook.php?id=460,Computers-Networking: Internet
460,"Windows Server 2019 Cookbook - Second Edition: Over 100 recipes to effectively configure networks, manage security, and administer workloads",http://51.195.220.149/getBook.php?id=461,Uncategorized
461,Julia Quick Syntax Reference: A Pocket Guide for Data Science Programming,http://51.195.220.149/getBook.php?id=462,Uncategorized
462,Ethereum for Web Developers: Learn to Build Web Applications on top of the Ethereum Blockchain,http://51.195.220.149/getBook.php?id=463,Uncategorized
463,Practical Matlab Modeling With Simulink: Programming and Simulating Ordinary and Partial Differential Equations,http://51.195.220.149/getBook.php?id=464,Uncategorized
464,NGINX Unit Cookbook: Recipes for Using a Versatile Open Source Server,http://51.195.220.149/getBook.php?id=465,Uncategorized
465,Using and Administering Linux: Volume 1: Zero to SysAdmin: Getting Started,http://51.195.220.149/getBook.php?id=466,Computers-System Administration
466,"Unit Testing Principles, Practices, and Patterns",http://51.195.220.149/getBook.php?id=467,Computers-Programming
467,Think Julia: How to Think Like a Computer Scientist,http://51.195.220.149/getBook.php?id=468,Computers-Programming: Programming Languages
